price,address,is_active,url,bedrooms,bathrooms,area_sqft
210000.0,"3409 S Lituanica Ave, Chicago, IL 60608",Active,https://www.zillow.com/homedetails/3409-S-Lituanica-Ave-Chicago-IL-60608/3881097_zpid/,3.0,1.0,2016.0
324900.0,"1626 W 33rd St, Chicago, IL 60608",Active,https://www.zillow.com/homedetails/1626-W-33rd-St-Chicago-IL-60608/3879662_zpid/,4.0,2.0,3250.0
484900.0,"3311 S Leavitt St, Chicago, IL 60608",New,https://www.zillow.com/homedetails/3311-S-Leavitt-St-Chicago-IL-60608/345331689_zpid/,5.0,4.0,3433.0
214000.0,"1550 S Blue Island Ave UNIT 912, Chicago, IL 60608",activated,https://www.zillow.com/homedetails/1550-S-Blue-Island-Ave-UNIT-912-Chicago-IL-60608/89973632_zpid/,3.0,1.0,2016.0
745000.0,"2933 S Lyman St, Chicago, IL 60608",Active,https://www.zillow.com/homedetails/2933-S-Lyman-St-Chicago-IL-60608/2056342144_zpid/,5.0,4.0,2850.0
899900.0,"2954 S Loomis St, Chicago, IL 60608",Active,https://www.zillow.com/homedetails/2954-S-Loomis-St-Chicago-IL-60608/3878368_zpid/,3.0,1.0,2016.0
200000.0,"3450 S Halsted St UNIT 207, Chicago, IL 60608",Active,https://www.zillow.com/homedetails/3450-S-Halsted-St-UNIT-207-Chicago-IL-60608/89941834_zpid/,3.0,1.0,2016.0
259000.0,"3450 S Halsted St #507, Chicago, IL 60608",Active,https://www.zillow.com/homedetails/3450-S-Halsted-St-507-Chicago-IL-60608/89910468_zpid/,3.0,1.0,2016.0
375000.0,"1530 W 18th Pl, Chicago, IL 60608",Active,https://www.zillow.com/homedetails/1530-W-18th-Pl-Chicago-IL-60608/2068834587_zpid/,3.0,1.0,2016.0
468800.0,"3307 S Leavitt St, Chicago, IL 60608",Active,https://www.zillow.com/homedetails/3307-S-Leavitt-St-Chicago-IL-60608/3879372_zpid/,7.0,2.0,1800.0
539900.0,"3404 S Oakley Ave, Chicago, IL 60608",Active,https://www.zillow.com/homedetails/3404-S-Oakley-Ave-Chicago-IL-60608/2101277069_zpid/,3.0,1.0,2016.0
369900.0,"1070 W 15th St UNIT 202, Chicago, IL 60608",Active,https://www.zillow.com/homedetails/1070-W-15th-St-UNIT-202-Chicago-IL-60608/2101975587_zpid/,2.0,2.0,1226.0
300000.0,"2658 W 24th Pl, Chicago, IL 60608",Active,https://www.zillow.com/homedetails/2658-W-24th-Pl-Chicago-IL-60608/3825855_zpid/,4.0,3.0,630.0
559900.0,"931 W 18th Pl APT 2E, Chicago, IL 60608",Active,https://www.zillow.com/homedetails/931-W-18th-Pl-APT-2E-Chicago-IL-60608/3875522_zpid/,3.0,3.0,2000.0
200940.0,"2807 S Halsted St #203, Chicago, IL 60608",Active,https://www.zillow.com/homedetails/2807-S-Halsted-St-203-Chicago-IL-60608/2057086961_zpid/,3.0,1.0,2016.0
